V,R,T
4.59433040078201,1132530.12048193,-21.3746460780355
4.60899315738025,1147560.97560975,-21.1628771469253
4.59433040078201,1132530.12048193,-21.3746460780355
4.59921798631476,1147560.97560975,-21.1628771469253
4.58455522971652,1147560.97560975,-21.3746460780355
4.57966764418377,1147560.97560975,-21.3746460780355
4.59433040078201,1132530.12048193,-21.3746460780355
4.56989247311828,1132530.12048193,-21.3746460780355
4.59433040078201,1147560.97560975,-21.1628771469253
4.59921798631476,1147560.97560975,-21.3746460780355
4.59433040078201,1132530.12048193,-21.1628771469253
4.59921798631476,1132530.12048193,-21.5884241444479
4.59921798631476,1162962.96296296,-21.3746460780355
4.59921798631476,1147560.97560975,-20.7451829044706
4.56989247311828,1075862.06896552,-21.1628771469253
4.59921798631476,1194936.70886076,-21.3746460780355
4.59921798631476,1147560.97560975,-20.9530710085447
4.59921798631476,1147560.97560975,-21.1628771469253
4.59921798631476,1147560.97560975,-21.3746460780355
4.59921798631476,1162962.96296296,-21.1628771469253
4.59921798631476,1147560.97560975,-21.3746460780355
4.613880742913,1132530.12048193,-21.3746460780355
4.59433040078201,1132530.12048193,-21.1628771469253
4.59433040078201,1147560.97560975,-21.3746460780355
4.59433040078201,1103529.4117647,-21.1628771469253
4.59921798631476,1147560.97560975,-21.5884241444479
4.59921798631476,1147560.97560975,-19.9319671787433
4.60410557184751,1147560.97560975,-21.3746460780355
4.59921798631476,1132530.12048193,-21.5884241444479
4.57966764418377,1178750,-20.9530710085447
4.62365591397849,1147560.97560975,-21.1628771469253
4.59433040078201,1147560.97560975,-21.3746460780355
4.58944281524927,1147560.97560975,-21.5884241444479
4.59433040078201,1147560.97560975,-21.3746460780355
4.60410557184751,1132530.12048193,-21.3746460780355
4.59921798631476,1147560.97560975,-21.5884241444479
4.59921798631476,1147560.97560975,-21.1628771469253
4.59433040078201,1147560.97560975,-21.3746460780355
4.60410557184751,1162962.96296296,-21.1628771469253
4.59433040078201,1147560.97560975,-21.3746460780355
4.59921798631476,1147560.97560975,-21.5884241444479
4.59433040078201,1132530.12048193,-21.1628771469253
4.58944281524927,1147560.97560975,-21.1628771469253
4.58944281524927,1117857.14285714,-20.9530710085447
4.58455522971652,1089534.88372093,-20.9530710085447
4.57966764418377,1062500,-20.539169588261
4.57478005865103,1075862.06896552,-20.539169588261
4.57478005865103,1062500,-20.1326014888717
4.56500488758553,1049438.20224719,-19.9319671787433
4.56011730205279,1036666.66666667,-19.7330484844637
4.55522971652004,1036666.66666667,-19.7330484844637
4.54545454545454,1011956.52173913,-19.1462254740386
4.5405669599218,976842.105263157,-19.3402125580263
4.5405669599218,976842.105263157,-18.9538142074493
4.53567937438905,965624.999999999,-18.7629464642476
4.52590420332356,965624.999999999,-18.199295837634
4.51612903225806,954639.175257731,-18.385717211615
4.52590420332356,943877.551020407,-18.0142981849818
4.51124144672532,922999.999999999,-18.0142981849818
4.50146627565982,922999.999999999,-17.8306964640159
4.49657869012708,902941.176470587,-18.0142981849818
4.50146627565982,893203.883495145,-16.5823962360761
4.49169110459433,883653.846153845,-17.1097203844016
4.48680351906158,883653.846153845,-16.932708348975
4.48191593352884,865094.339622641,-16.932708348975
4.47702834799609,856074.766355139,-16.5823962360761
4.47702834799609,847222.222222221,-17.4675736155081
4.4672531769306,821621.621621621,-16.409051166992
4.46236559139785,821621.621621621,-16.0658749781329
4.4574780058651,821621.621621621,-15.3930082798844
4.4574780058651,813392.857142856,-15.5595881900692
4.44770283479961,805309.734513274,-15.3930082798844
4.44281524926686,797368.421052631,-15.5595881900692
4.43792766373411,789565.217391304,-15.0630104019839
4.43304007820137,781896.551724137,-14.8995568511478
4.42326490713587,774358.974358974,-14.8995568511478
4.41837732160313,781896.551724137,-14.5756548177493
4.41837732160313,759663.865546218,-14.4151732925004
4.40860215053763,745454.545454545,-14.2556500576907
4.40371456500489,745454.545454545,-14.2556500576907
4.39882697947214,745454.545454545,-13.9394166106662
4.39393939393939,725000,-13.7826763752407
4.38905180840665,718400,-13.3177886772287
4.37927663734115,705511.811023622,-13.6268343612506
4.37927663734115,705511.811023622,-13.3177886772287
4.37438905180841,699218.75,-13.0121700755908
4.36950146627566,693023.255813953,-12.8606130487262
4.37438905180841,680916.030534351,-12.8606130487262
4.35972629521017,705511.811023622,-12.7098739136828
4.34995112414467,675000,-12.5599402995273
4.34995112414467,669172.932330827,-12.5599402995273
4.34995112414467,663432.835820895,-12.2624414820073
4.33528836754643,657777.777777777,-11.9680228485994
4.33528836754643,652205.882352941,-11.9680228485994
4.32551319648094,657777.777777777,-11.8219403847565
4.32062561094819,635971.223021582,-10.8194081294175
4.31573802541544,630714.285714285,-11.5319747805483
4.3108504398827,620422.535211267,-11.3880705586951
4.30596285434995,620422.535211267,-11.1023681761216
4.3108504398827,615384.615384615,-11.1023681761216
4.29618768328446,620422.535211267,-11.1023681761216
4.29618768328446,573026.315789473,-10.8194081294175
4.27174975562072,605517.24137931,-10.539114249402
4.28152492668622,586577.181208053,-10.3999441344187
4.27663734115347,591216.216216216,-10.2614133330811
4.25708699902248,591216.216216216,-9.84957051532672
4.26197458455523,586577.181208053,-10.1235131329968
4.25708699902248,582000,-9.71351148845315
4.25708699902248,573026.315789473,-9.84957051532672
4.25219941348974,568627.450980392,-9.57804983603694
4.23264907135875,564285.714285714,-9.4431776365106
4.23264907135875,551592.356687898,-9.4431776365106
4.2375366568915,555769.230769231,-9.30888711458903
4.2375366568915,560000,-9.0420207119206
4.22287390029325,547468.35443038,-8.90942997954448
4.22287390029325,547468.35443038,-8.77739121472854
4.21798631476051,539375,-8.64589732076234
4.19843597262952,535403.726708074,-8.64589732076234
4.20821114369501,531481.481481481,-8.51494132682768
4.20821114369501,527607.36196319,-8.2546157670713
4.19843597262952,501764.705882353,-8.12523286213559
4.18866080156403,523780.487804878,-7.9963611733607
4.18866080156403,516265.060240964,-7.86799431551646
4.18866080156403,512574.850299401,-7.7401260123118
4.17888563049853,508928.571428571,-7.61275009385406
4.17399804496579,505325.443786982,-7.23351649268778
4.16422287390029,501764.705882353,-7.35945124886598
4.16422287390029,498245.614035088,-7.23351649268778
4.15933528836755,494767.441860465,-7.10805045737197
4.15933528836755,491329.479768786,-6.98304746939243
4.1544477028348,487931.034482759,-6.85850194783649
4.14467253176931,484571.428571429,-6.85850194783649
4.14467253176931,484571.428571429,-6.61076143101661
4.13978494623656,481250,-6.61076143101661
4.13000977517107,462087.912087912,-6.48755571860221
4.12512218963832,474719.101123595,-6.3647860344409
4.12512218963832,471508.379888268,-6.3647860344409
4.11045943304008,468333.333333333,-6.12053424046786
4.11045943304008,465193.370165746,-5.99904207617044
4.11045943304008,465193.370165746,-5.75730066078768
4.10557184750733,465193.370165746,-5.75730066078768
4.10068426197458,455978.260869565,-5.63704181546825
4.10068426197458,450000,-5.63704181546825
4.09579667644184,481250,-5.39772441139735
4.09579667644184,447058.823529412,-5.27865668989313
4.09090909090909,447058.823529412,-5.39772441139735
4.07624633431085,441269.841269841,-5.15997696151658
4.07624633431085,441269.841269841,-5.041680814659
4.0811339198436,438421.052631579,-5.041680814659
4.07624633431085,438421.052631579,-4.80622194464115
4.06158357771261,435602.094240838,-4.80622194464115
4.06647116324536,430051.813471503,-4.68905071983636
4.05669599217986,432812.5,-4.57224607067167
4.05180840664712,424615.384615385,-4.45580389934065
4.06647116324536,427319.587628866,-4.22399089271215
4.04203323558162,424615.384615385,-4.33972016702535
4.03714565004888,421938.775510204,-3.87889085066041
4.03225806451613,416666.666666667,-4.10861215203681
4.03225806451613,416666.666666667,-3.87889085066041
4.02737047898338,414070.351758794,-3.87889085066041
4.02248289345064,411500,-3.76454071447927
4.01759530791789,408955.223880597,-3.76454071447927
4.01759530791789,406435.643564356,-3.53684292632863
4.00782013685239,403940.886699507,-3.42348800971109
4.00782013685239,401470.588235294,-3.42348800971109
4.00782013685239,399024.390243902,-3.31045765114669
3.99315738025415,394202.898550725,-3.08535661766763
3.99315738025415,399024.390243902,-3.08535661766763
3.98826979472141,391826.923076923,-2.97327906520479
3.98338220918866,391826.923076923,-2.8615123139117
3.98338220918866,387142.857142857,-2.8615123139117
3.97849462365591,389473.684210526,-2.8615123139117
3.96871945259042,387142.857142857,-2.52804383546953
3.96871945259042,384834.123222749,-4.80622194464115
3.96871945259042,382547.169811321,-2.52804383546953
3.96383186705767,382547.169811321,-2.3072257193603
3.94428152492669,384834.123222749,-2.3072257193603
3.95405669599218,378037.38317757,-2.08757361915542
3.94916911045943,375813.953488372,-2.08757361915542
3.94428152492669,375813.953488372,-1.97817716603004
3.94428152492669,371428.571428571,-1.97817716603004
3.93939393939394,373611.111111111,-2.08757361915542
3.95405669599218,369266.055045872,-1.86906310410637
3.95405669599218,369266.055045872,-1.65167036076798
3.92961876832845,365000,-1.54338587510586
3.9247311827957,360810.810810811,-1.54338587510586
3.9247311827957,362895.92760181,-1.32762643514968
3.91495601173021,360810.810810811,-1.32762643514968
3.91006842619746,367123.287671233,-1.32762643514968
3.91006842619746,356696.428571429,-1.11292779086665
3.91006842619746,354666.666666667,-1.11292779086665
3.90029325513196,356696.428571429,-1.00596942724792
3.89540566959922,352654.867256637,-1.00596942724792
3.89540566959922,352654.867256637,-0.686626129247031
3.89051808406647,340948.275862069,-0.792821226400065
3.88563049853372,365000,-0.686626129247031
3.87585532746823,346724.890829694,-0.686626129247031
3.88074291300098,348684.210526316,-0.474981025848592
3.87585532746823,344782.608695652,-0.580680246545001
3.87585532746823,344782.608695652,-0.792821226400065
3.87096774193548,340948.275862069,-0.369525944759687
3.87585532746823,340948.275862069,-0.264312510411173
3.86608015640274,339055.793991416,-0.264312510411173
3.86608015640274,339055.793991416,0.0499024084206212
3.86119257086999,337179.487179487,-0.0546007551056391
3.85630498533724,337179.487179487,-0.0546007551056391
3.8514173998045,344782.608695652,0.0499024084206212
3.8514173998045,333474.576271186,0.154173611303236
3.841642228739,331645.569620253,0.154173611303236
3.841642228739,333474.576271186,0.362029518794998
3.83675464320626,331645.569620253,0.362029518794998
3.83186705767351,328033.472803347,0.465618849042983
3.83186705767351,328033.472803347,0.56898547080749
3.82697947214076,326250,0.56898547080749
3.83675464320626,326250,0.672131632687808
3.82209188660802,320987.654320988,0.775059558358635
3.81231671554252,326250,0.87777144698066
3.81231671554252,317551.020408163,0.980269473603414
3.81720430107527,319262.295081967,0.980269473603414
3.81720430107527,317551.020408163,3.08694139351627
3.79765395894428,317551.020408163,0.980269473603414
3.79765395894428,315853.658536585,1.08255578956005
3.79765395894428,314170.04048583,1.18463252285409
3.78787878787879,315853.658536585,1.28650177853882
3.78299120234604,312500,1.38816563908921
3.78299120234604,312500,1.38816563908921
3.78299120234604,310843.373493976,1.48962616476649
3.77810361681329,309200,2.09423195086578
3.78299120234604,310843.373493976,1.69194534361611
3.77321603128055,305952.380952381,1.59088539397561
3.7683284457478,307569.721115538,1.69194534361611
3.7683284457478,305952.380952381,1.79280800942604
3.76344086021505,305952.380952381,1.79280800942604
3.76344086021505,302755.905511811,1.79280800942604
3.76344086021505,304347.826086957,1.99394936871499
3.76344086021505,302755.905511811,1.99394936871499
3.75366568914956,301176.470588235,2.09423195086578
3.75366568914956,301176.470588235,2.09423195086578
3.74877810361681,299609.375,2.1943250271724
3.74877810361681,301176.470588235,2.29423049249795
3.74389051808407,293461.538461539,2.39395022247447
3.73900293255132,296511.627906977,2.1943250271724
3.71456500488759,294980.694980695,2.39395022247447
3.73411534701857,294980.694980695,2.49348607380352
3.72922776148583,294980.694980695,2.79100864512827
3.72922776148583,294980.694980695,2.49348607380352
3.72434017595308,291954.022988506,2.69201347443965
3.72434017595308,291954.022988506,2.69201347443965
3.71456500488759,288973.384030418,2.79100864512827
3.71456500488759,290458.015267176,2.79100864512827
3.71456500488759,290458.015267176,2.79100864512827
3.70967741935484,287500,2.98847084691437
3.70967741935484,287500,2.69201347443965
3.70967741935484,287500,2.88982718049607
3.70478983382209,286037.735849057,3.08694139351627
3.69990224828935,284586.466165414,3.1852405524607
3.69990224828935,284586.466165414,3.1852405524607
3.6950146627566,283146.06741573,3.28337003919228
3.6950146627566,281716.417910448,3.28337003919228
3.67546432062561,281716.417910448,3.28337003919228
3.69990224828935,280297.397769517,3.38133155269577
3.69012707722385,280297.397769517,3.38133155269577
3.6852394916911,280297.397769517,3.57675737515649
3.68035190615836,277490.774907749,3.57675737515649
3.66568914956012,278888.888888889,3.77153129192743
3.67057673509286,277490.774907749,3.77153129192743
3.67546432062561,272000,3.67422500201525
3.67057673509286,276102.941176471,3.77153129192743
3.67057673509286,276102.941176471,3.86867786524567
3.66568914956012,274725.274725275,3.86867786524567
3.66080156402737,273357.664233577,3.86867786524567
3.66568914956012,273357.664233577,3.86867786524567
3.66080156402737,273357.664233577,3.96566632729969
3.65591397849462,273357.664233577,4.06249826862074
3.65591397849462,273357.664233577,4.06249826862074
3.65102639296188,272000,4.2556988785214
3.65102639296188,270652.173913044,4.15917526516324
3.64613880742913,270652.173913044,4.15917526516324
3.63636363636364,269314.079422383,4.06249826862074
3.64613880742913,269314.079422383,4.54436482448949
3.64613880742913,267985.611510791,4.44829213153889
3.63636363636364,267985.611510791,4.73606987473556
3.63636363636364,266666.666666667,4.44829213153889
3.63636363636364,274725.274725275,4.44829213153889
3.63147605083089,266666.666666667,4.54436482448949
3.63147605083089,265357.142857143,4.44829213153889
3.63636363636364,264056.939501779,4.64029024124716
3.63147605083089,260211.267605634,4.64029024124716
3.62658846529814,262765.957446809,4.54436482448949
3.63636363636364,265357.142857143,4.83170520474562
3.61681329423265,262765.957446809,4.73606987473556
3.62658846529814,262765.957446809,4.73606987473556
3.6119257086999,261484.098939929,4.92719769812783
3.61681329423265,260211.267605634,4.83170520474562
3.64125122189638,260211.267605634,5.02254880898187
3.60703812316716,260211.267605634,5.02254880898187
3.60215053763441,258947.368421053,5.02254880898187
3.60703812316716,257692.307692308,5.02254880898187
3.60215053763441,257692.307692308,5.02254880898187
3.60215053763441,255208.333333333,4.83170520474562
3.60215053763441,257692.307692308,5.11775997884268
3.60215053763441,258947.368421053,5.11775997884268
3.60215053763441,257692.307692308,5.11775997884268
3.60215053763441,258947.368421053,5.02254880898187
3.59726295210166,253979.238754325,5.2128326368636
3.60215053763441,257692.307692308,5.30776819999625
3.59726295210166,255208.333333333,5.2128326368636
3.59726295210166,256445.993031359,5.30776819999625
3.59726295210166,258947.368421053,5.2128326368636
3.59237536656892,257692.307692308,5.40256807316791
3.59237536656892,255208.333333333,5.40256807316791
3.58748778103617,255208.333333333,5.40256807316791
3.58748778103617,255208.333333333,5.40256807316791
3.59237536656892,253979.238754325,5.30776819999625
3.58260019550342,252758.620689655,5.49723364945567
3.58260019550342,252758.620689655,5.40256807316791
3.58260019550342,252758.620689655,5.49723364945567
3.57771260997067,251546.391752577,5.59176631025747
3.57771260997067,251546.391752577,5.49723364945567
3.57771260997067,251546.391752577,5.59176631025747
3.57771260997067,250342.465753425,5.78043835361001
3.56304985337243,249146.757679181,5.78043835361001
3.57282502443793,250342.465753425,5.78043835361001
3.56793743890518,249146.757679181,5.78043835361001
3.56793743890518,247959.183673469,5.78043835361001
3.53372434017595,247959.183673469,5.78043835361001
3.56793743890518,249146.757679181,5.87458044206585
3.56304985337243,247959.183673469,5.87458044206585
3.55816226783969,246779.661016949,5.87458044206585
3.55816226783969,247959.183673469,6.06248343440046
3.54838709677419,247959.183673469,6.06248343440046
3.54838709677419,245608.108108108,6.06248343440046
3.55327468230694,244444.444444445,5.9685950271699
3.54838709677419,244444.444444445,6.15624697852849
3.54838709677419,249146.757679181,6.15624697852849
3.54838709677419,244444.444444445,6.15624697852849
3.54838709677419,244444.444444445,6.15624697852849
3.54349951124145,243288.590604027,6.3434046839397
3.54349951124145,244444.444444445,6.24988696377062
3.52394916911046,242140.468227425,6.3434046839397
3.54349951124145,243288.590604027,6.43680142259308
3.52883675464321,239867.109634552,6.43680142259308
3.53372434017595,241000,6.43680142259308
3.52883675464321,239867.109634552,6.53007845317848
3.52883675464321,239867.109634552,6.53007845317848
3.52883675464321,238741.721854305,6.53007845317848
3.52883675464321,238741.721854305,6.62323703917741
3.52394916911046,238741.721854305,6.62323703917741
3.51906158357771,238741.721854305,6.62323703917741
3.51906158357771,238741.721854305,6.71627843424704
3.52394916911046,236513.157894737,6.80920388235893
3.50928641251222,237623.762376238,6.71627843424704
3.51417399804497,236513.157894737,6.80920388235893
3.51417399804497,236513.157894737,6.80920388235893
3.51417399804497,235409.836065574,6.9020146179364
3.50928641251222,238741.721854305,6.9020146179364
3.51417399804497,235409.836065574,6.9020146179364
3.50928641251222,236513.157894737,6.9020146179364
3.50439882697947,234313.725490196,6.71627843424704
3.49951124144673,234313.725490196,6.9947118659893
3.49951124144673,234313.725490196,7.17977075328969
3.49951124144673,234313.725490196,7.0872968422471
3.49951124144673,233224.755700326,7.17977075328969
3.49462365591398,234313.725490196,7.0872968422471
3.49462365591398,233224.755700326,7.17977075328969
3.49462365591398,233224.755700326,7.17977075328969
3.47507331378299,224761.904761905,7.17977075328969
3.48973607038123,231067.961165049,6.71627843424704
3.48973607038123,228938.906752412,7.27213479667637
3.48484848484849,231067.961165049,7.27213479667637
3.48973607038123,230000,7.36439016107266
3.48484848484849,230000,7.732348297741
3.48484848484849,228938.906752412,8.00723273729545
3.47996089931574,230000,7.36439016107266
3.47507331378299,228938.906752412,7.45653802637571
3.47996089931574,226837.060702875,7.45653802637571
3.47507331378299,228938.906752412,7.54857956383705
3.47996089931574,227884.615384615,7.45653802637571
3.47507331378299,227884.615384615,7.54857956383705
3.47018572825024,227884.615384615,7.54857956383705
3.4652981427175,226837.060702875,7.54857956383705
3.47018572825024,226837.060702875,7.64051593618439
3.47507331378299,226837.060702875,7.54857956383705
3.47018572825024,226837.060702875,7.64051593618439
3.40175953079179,225796.178343949,7.64051593618439
3.51417399804497,226837.060702875,7.732348297741
3.47018572825024,224761.904761905,7.64051593618439
3.4652981427175,226837.060702875,7.54857956383705
3.4652981427175,226837.060702875,7.732348297741
3.4652981427175,225796.178343949,7.732348297741
3.46041055718475,224761.904761905,7.732348297741
3.4652981427175,225796.178343949,7.732348297741
3.4652981427175,224761.904761905,7.82407779454354
3.47018572825024,225796.178343949,7.732348297741
3.46041055718475,223734.17721519,7.54857956383705
3.46041055718475,224761.904761905,7.82407779454354
3.45063538611926,224761.904761905,7.91570556445828
3.47507331378299,223734.17721519,7.82407779454354
3.455522971652,223734.17721519,8.28122185295848
3.455522971652,223734.17721519,7.91570556445828
3.45063538611926,222712.933753943,8.00723273729545
3.44574780058651,222712.933753943,8.00723273729545
3.45063538611926,222712.933753943,7.91570556445828
3.455522971652,221698.113207547,8.00723273729545
3.44574780058651,221698.113207547,8.46339863882019
3.44086021505376,221698.113207547,8.00723273729545
3.44574780058651,220689.655172414,8.09866043492178
3.44086021505376,221698.113207547,8.18998977137215
3.44086021505376,219687.5,8.18998977137215
3.44086021505376,220689.655172414,8.28122185295848
3.44574780058651,220689.655172414,8.28122185295848
3.44086021505376,219687.5,8.3723577783781
3.43597262952102,220689.655172414,8.28122185295848
3.43597262952102,219687.5,8.28122185295848
3.43597262952102,218691.588785047,8.3723577783781
3.43108504398827,219687.5,8.3723577783781
3.43108504398827,218691.588785047,8.3723577783781
3.43108504398827,219687.5,8.28122185295848
3.43108504398827,216718.26625387,8.3723577783781
3.42619745845552,219687.5,8.46339863882019
3.43597262952102,217701.863354037,8.3723577783781
3.42619745845552,217701.863354037,8.3723577783781
3.41153470185728,217701.863354037,8.46339863882019
3.42130987292278,218691.588785047,8.64519949261415
3.42130987292278,217701.863354037,8.55434551807025
3.42130987292278,218691.588785047,8.73596163173966
3.41642228739003,215740.740740741,8.64519949261415
3.41642228739003,215740.740740741,8.73596163173966
3.43597262952102,215740.740740741,8.55434551807025
3.41153470185728,215740.740740741,8.73596163173966
3.40664711632454,214769.230769231,8.64519949261415
3.41153470185728,214769.230769231,8.64519949261415
3.41642228739003,214769.230769231,8.64519949261415
3.41153470185728,214769.230769231,8.73596163173966
3.41153470185728,214769.230769231,8.73596163173966
3.42130987292278,213803.680981595,8.82663299763709
3.40664711632454,212844.036697248,8.91721464549858
3.40664711632454,213803.680981595,8.82663299763709
3.40175953079179,212844.036697248,8.82663299763709
3.41153470185728,213803.680981595,9.00770762361572
3.40664711632454,210942.249240122,8.91721464549858
3.39687194525904,212844.036697248,9.09811297347608
3.39687194525904,211890.243902439,9.00770762361572
3.40175953079179,211890.243902439,9.00770762361572
3.39687194525904,211890.243902439,8.91721464549858
3.3822091886608,210000,8.91721464549858
3.39198435972629,211890.243902439,9.09811297347608
3.39198435972629,210000,8.73596163173966
3.39687194525904,211890.243902439,9.18843172985828
3.38709677419355,210000,9.09811297347608
3.39198435972629,210942.249240122,9.27866492092585
3.39687194525904,210942.249240122,9.09811297347608
3.38709677419355,211890.243902439,9.18843172985828
3.39687194525904,212844.036697248,9.00770762361572
3.39198435972629,210942.249240122,9.09811297347608
3.39198435972629,210942.249240122,9.09811297347608
3.38709677419355,210000,9.18843172985828
3.39198435972629,209063.444108761,9.09811297347608
3.38709677419355,210000,9.5488612865833
3.3822091886608,210942.249240122,9.18843172985828
3.38709677419355,209063.444108761,9.18843172985828
3.38709677419355,209063.444108761,9.27866492092585
3.3822091886608,209063.444108761,9.27866492092585
3.3822091886608,209063.444108761,9.27866492092585
3.3822091886608,209063.444108761,9.36881356831969
3.37732160312805,210000,9.27866492092585
3.3822091886608,227884.615384615,9.36881356831969
3.37732160312805,205373.134328358,9.27866492092585
3.37732160312805,208132.530120482,9.27866492092585
3.37732160312805,208132.530120482,9.36881356831969
3.37243401759531,208132.530120482,9.45887868724935
3.37243401759531,207207.207207207,9.45887868724935
3.36754643206256,206287.425149701,9.45887868724935
3.37243401759531,207207.207207207,9.45887868724935
3.37243401759531,207207.207207207,9.45887868724935
3.39198435972629,207207.207207207,9.45887868724935
3.37243401759531,207207.207207207,9.45887868724935
3.36265884652981,207207.207207207,9.45887868724935
3.36754643206256,205373.134328358,9.5488612865833
3.36754643206256,206287.425149701,9.5488612865833
3.36754643206256,206287.425149701,9.63876236893748
3.36754643206256,206287.425149701,9.45887868724935
3.35777126099707,205373.134328358,9.5488612865833
3.36265884652981,205373.134328358,9.63876236893748
3.35777126099707,204464.285714286,9.45887868724935
3.37243401759531,205373.134328358,9.45887868724935
3.36265884652981,205373.134328358,9.63876236893748
3.36265884652981,204464.285714286,9.63876236893748
3.36265884652981,205373.134328358,9.72858293076331
3.35777126099707,204464.285714286,9.63876236893748
3.36754643206256,205373.134328358,9.63876236893748
3.36265884652981,205373.134328358,9.72858293076331
3.35777126099707,204464.285714286,9.90798644832932
3.35288367546432,204464.285714286,9.72858293076331
3.35777126099707,203560.830860534,9.81832396243379
3.35288367546432,203560.830860534,9.81832396243379
3.35288367546432,202662.721893491,9.90798644832932
3.35777126099707,203560.830860534,9.72858293076331
3.35288367546432,203560.830860534,9.81832396243379
3.35288367546432,203560.830860534,9.72858293076331
3.35288367546432,203560.830860534,9.81832396243379
3.35777126099707,202662.721893491,9.81832396243379
3.35288367546432,203560.830860534,9.81832396243379
3.35288367546432,203560.830860534,9.72858293076331
3.35288367546432,203560.830860534,9.81832396243379
3.35288367546432,202662.721893491,9.81832396243379
3.35288367546432,202662.721893491,9.90798644832932
3.35288367546432,203560.830860534,9.81832396243379
3.34799608993157,204464.285714286,9.81832396243379
3.35288367546432,203560.830860534,9.90798644832932
3.32844574780059,203560.830860534,9.99757136692165
3.35288367546432,203560.830860534,9.81832396243379
3.34799608993157,203560.830860534,9.81832396243379
3.35777126099707,203560.830860534,9.81832396243379
3.35777126099707,203560.830860534,10.0870796908572
3.35288367546432,203560.830860534,9.90798644832932
3.34799608993157,203560.830860534,9.81832396243379
3.31867057673509,188169.014084507,9.81832396243379
3.35288367546432,203560.830860534,9.90798644832932
3.34799608993157,201769.911504425,9.72858293076331
3.34799608993157,202662.721893491,9.81832396243379
3.34799608993157,202662.721893491,9.90798644832932
3.34310850439883,202662.721893491,10.0870796908572
3.34310850439883,203560.830860534,9.90798644832932
3.35777126099707,202662.721893491,9.99757136692165
3.34799608993157,201769.911504425,9.90798644832932
3.34310850439883,202662.721893491,9.99757136692165
3.26979472140762,201769.911504425,9.99757136692165
3.34310850439883,202662.721893491,9.99757136692165
3.34799608993157,201769.911504425,9.90798644832932
3.34799608993157,198250.728862974,9.90798644832932
3.34310850439883,201769.911504425,9.99757136692165
3.34799608993157,201769.911504425,9.99757136692165
3.34310850439883,201769.911504425,9.99757136692165
3.34310850439883,202662.721893491,10.0870796908572
3.34310850439883,201769.911504425,9.99757136692165
3.33822091886608,200882.352941176,10.1765123870391
3.34310850439883,202662.721893491,9.99757136692165
3.33822091886608,201769.911504425,10.1765123870391
